Name,Team,BsR,NameASCII,PlayerId,MLBAMID
"Tyrone Taylor","MIL",3.7886941363103688,"Tyrone Taylor",13675,621438
"Byron Buxton","MIN",3.765345169696957,"Byron Buxton",14161,621439
"Francisco Lindor","NYM",3.724365735426545,"Francisco Lindor",12916,596019
"Starling Marte","NYM",3.642606969922781,"Starling Marte",9241,516782
"Cedric Mullins","BAL",3.6080416440963745,"Cedric Mullins",17929,656775
"Akil Baddoo","DET",3.5751996370963752,"Akil Baddoo",22168,668731
"Harrison Bader","- - -",3.5428788238205016,"Harrison Bader",18030,664056
"James Outman","LAD",3.4238019180484116,"James Outman",24770,681546
"Anthony Volpe","NYY",3.4074078584089875,"Anthony Volpe",27647,683011
"Ozzie Albies","ATL",3.304763478692621,"Ozzie Albies",16556,645277
"Myles Straw","CLE",3.2377484384924173,"Myles Straw",17620,664702
"Brenton Doyle","COL",3.1534430515021086,"Brenton Doyle",25479,686668
"Kevin Kiermaier","TOR",3.0946475714445114,"Kevin Kiermaier",11038,595281
"Fernando Tatis Jr.","SDP",3.0580499158240855,"Fernando Tatis Jr.",19709,665487
"Michael A. Taylor","MIN",3.0154109350405633,"Michael A. Taylor",11489,572191
"José Caballero","SEA",2.9703674660995603,"Jose Caballero",23401,676609
"Travis Jankowski","TEX",2.9364644400775433,"Travis Jankowski",13768,608671
"Brice Turang","MIL",2.935316352173686,"Brice Turang",22186,668930
"Wander Franco","TBR",2.9088588766753674,"Wander Franco",23667,677551
"Jihwan Bae","PIT",2.8986473940312862,"Jihwan Bae",23818,678225
"Tommy Edman","STL",2.8338612569496036,"Tommy Edman",19470,669242
"Kyle Isbel","KCR",2.745021782349795,"Kyle Isbel",21614,664728
"Brandon Marsh","PHI",2.7088064821437,"Brandon Marsh",20202,669016
"Leody Taveras","TEX",2.681320345029235,"Leody Taveras",18900,665750
"Jonathan India","CIN",2.647664889227599,"Jonathan India",21523,663697
"Tommy Pham","- - -",2.6338750361464918,"Tommy Pham",2967,502054
"Josh Rojas","- - -",2.5199769008904696,"Josh Rojas",19734,668942
"Shohei Ohtani","LAA",2.4723618971183896,"Shohei Ohtani",19755,660271
"Christopher Morel","CHC",2.470590617507696,"Christopher Morel",21897,666624
"Cody Bellinger","CHC",2.457026436459273,"Cody Bellinger",15998,641355
"José Ramírez","CLE",2.456026957836002,"Jose Ramirez",13510,608070
"Jake Cronenworth","SDP",2.374365610536188,"Jake Cronenworth",18036,630105
"Daulton Varsho","TOR",2.3645664579235017,"Daulton Varsho",19918,662139
"Dansby Swanson","CHC",2.346491427626461,"Dansby Swanson",18314,621020
"Javier Báez","DET",2.272513139527291,"Javier Baez",12979,595879
"Jose Siri","TBR",2.2415132322348654,"Jose Siri",17452,642350
"Zack Gelof","OAK",2.22366294125095,"Zack Gelof",29766,680869
"Jace Peterson","- - -",2.0886048804968596,"Jace Peterson",12325,607054
"Jack Suwinski","PIT",2.0736076356843114,"Jack Suwinski",22244,669261
"Nolan Jones","COL",2.057761626318097,"Nolan Jones",20529,666134
"Luke Raley","TBR",2.0455986792221665,"Luke Raley",19354,670042
"Riley Greene","DET",2.022253909613937,"Riley Greene",25976,682985
"Jon Berti","MIA",1.974807605613023,"Jon Berti",12037,542932
"Stuart Fairchild","CIN",1.9165480518713593,"Stuart Fairchild",20321,656413
"Thairo Estrada","SFG",1.8507297243922949,"Thairo Estrada",16426,642731
"Yuli Gurriel","MIA",1.8445904413238168,"Yuli Gurriel",19198,493329
"Geraldo Perdomo","ARI",1.8394016767852008,"Geraldo Perdomo",22799,672695
"Lars Nootbaar","STL",1.8348594829440117,"Lars Nootbaar",21454,663457
"Will Benson","CIN",1.7707152953371406,"Will Benson",21853,666181
"Joey Wendle","MIA",1.7410810240544379,"Joey Wendle",13853,621563
"Bo Naylor","CLE",1.6734606330282986,"Bo Naylor",21865,666310
"Lane Thomas","WSN",1.6615428943186998,"Lane Thomas",16939,657041
"Tim Anderson","CHW",1.628542943391949,"Tim Anderson",15172,641313
"Andrew Benintendi","CHW",1.6232173200696707,"Andrew Benintendi",17901,643217
"Chris Taylor","LAD",1.5305983927100897,"Chris Taylor",13757,621035
"Garrett Hampson","MIA",1.4820238999091089,"Garrett Hampson",19262,641658
"Trent Grisham","SDP",1.4658144265413284,"Trent Grisham",18564,663757
"Adolis García","TEX",1.414883732330054,"Adolis Garcia",19287,666969
"Adam Frazier","BAL",1.411134000401944,"Adam Frazier",15223,624428
"Jake Cave","PHI",1.3950505428947508,"Jake Cave",14477,595909
"Owen Miller","MIL",1.3594199158251286,"Owen Miller",24655,680911
"Bryan Reynolds","PIT",1.3398485486395657,"Bryan Reynolds",19326,668804
"Maikel Garcia","KCR",1.2940511712804437,"Maikel Garcia",22715,672580
"Whit Merrifield","TOR",1.2887960691004992,"Whit Merrifield",11281,593160
"Marcus Semien","TEX",1.2762021776288748,"Marcus Semien",12533,543760
"Brandon Lowe","TBR",1.2399566331878304,"Brandon Lowe",18882,664040
"Jake Fraley","CIN",1.2328198729082942,"Jake Fraley",19260,641584
"Nick Senzel","CIN",1.230574085842818,"Nick Senzel",19293,669222
"Corey Julks","HOU",1.1861533392220736,"Corey Julks",20311,667452
"Christian Walker","ARI",1.1748137148097157,"Christian Walker",13419,572233
"Ian Happ","CHC",1.1715072463266551,"Ian Happ",17919,664023
"Drew Waters","KCR",1.1570505020208657,"Drew Waters",20505,671221
"Zach McKinstry","DET",1.1134403431788087,"Zach McKinstry",19392,656716
"Sal Frelick","MIL",1.1131258024834096,"Sal Frelick",29622,686217
"Oscar Gonzalez","CLE",1.0987325459718704,"Oscar Gonzalez",20970,660757
"Joshua Palacios","PIT",1.095726789906621,"Joshua Palacios",19818,641943
"Aaron Hicks","- - -",1.0431882957927883,"Aaron Hicks",5297,543305
"Kevin Newman","CIN",1.0348887811414897,"Kevin Newman",17696,621028
"Mark Canha","- - -",1.027330289594829,"Mark Canha",11445,592192
"Xander Bogaerts","SDP",0.9443631176836789,"Xander Bogaerts",12161,593428
"Michael Massey","KCR",0.94203164242208,"Michael Massey",27684,686681
"Nicky Lopez","- - -",0.9286645539104939,"Nicky Lopez",19339,670032
"Jordan Westburg","BAL",0.8576939017511904,"Jordan Westburg",27815,676059
"Jarred Kelenic","SEA",0.8370645372197032,"Jarred Kelenic",22558,672284
"Adam Duvall","BOS",0.8215843210928142,"Adam Duvall",10950,594807
"Pablo Reyes","BOS",0.7643886241130531,"Pablo Reyes",16357,622569
"Kevin Pillar","ATL",0.7533198446035385,"Kevin Pillar",12434,607680
"Jake Meyers","HOU",0.732787043787539,"Jake Meyers",20308,676694
"Mookie Betts","LAD",0.7041580267250538,"Mookie Betts",13611,605141
"Alan Trejo","COL",0.6885358141735196,"Alan Trejo",20056,676701
"Jeremy Peña","HOU",0.6676746038720012,"Jeremy Pena",21636,665161
"Elvis Andrus","CHW",0.6645704670809209,"Elvis Andrus",8709,462101
"Jeff McNeil","NYM",0.6634356435388327,"Jeff McNeil",15362,643446
"Endy Rodríguez","PIT",0.6624505473300815,"Endy Rodriguez",25332,682848
"Ryan Mountcastle","BAL",0.6611634553410113,"Ryan Mountcastle",18373,663624
"Joey Wiemer","MIL",0.6539931166917086,"Joey Wiemer",27690,686894
"Mauricio Dubón","HOU",0.6462744236923754,"Mauricio Dubon",16530,643289
"Austin Riley","ATL",0.6342481221072376,"Austin Riley",18360,663586
"Edmundo Sosa","PHI",0.6073660012334585,"Edmundo Sosa",17022,624641
"Nick Ahmed","ARI",0.5890251868404448,"Nick Ahmed",12147,605113
"Mickey Moniak","LAA",0.5769977611489594,"Mickey Moniak",19956,666160
"Stone Garrett","WSN",0.5736981453374028,"Stone Garrett",19273,656448
"Amed Rosario","- - -",0.5648713274858892,"Amed Rosario",15518,642708
"Rob Refsnyder","BOS",0.555084612686187,"Rob Refsnyder",13770,608701
"Carlos Santana","- - -",0.5497839506715536,"Carlos Santana",2396,467793
"JJ Bleday","OAK",0.5432646595872939,"JJ Bleday",26368,668709
"MJ Melendez","KCR",0.5203901091590524,"MJ Melendez",22197,669004
"Ryan Noda","OAK",0.5127391796559095,"Ryan Noda",23312,676116
"Randy Arozarena","TBR",0.49506545066833496,"Randy Arozarena",19290,668227
"Gabriel Arias","CLE",0.465993351303041,"Gabriel Arias",22563,672356
"Matt McLain","CIN",0.4047824223525822,"Matt McLain",29695,680574
"Edward Olivares","KCR",0.3898322181776166,"Edward Olivares",19698,658668
"Mike Trout","LAA",0.3740086676552892,"Mike Trout",10155,545361
"Ildemaro Vargas","WSN",0.33312378404662013,"Ildemaro Vargas",13324,545121
"Tucupita Marcano","PIT",0.33230434311553836,"Tucupita Marcano",22871,672779
"Liover Peguero","PIT",0.3314774869941175,"Liover Peguero",24273,678894
"Matt Wallner","MIN",0.3167779999785125,"Matt Wallner",26466,670242
"Ramón Urías","BAL",0.30546089308336377,"Ramon Urias",18795,602104
"Jared Triolo","PIT",0.30455992789939046,"Jared Triolo",25807,669707
"Josh Smith","TEX",0.25210550194606185,"Josh Smith",26396,669701
"Joey Gallo","MIN",0.23706037737429142,"Joey Gallo",14128,608336
"Trevor Larnach","MIN",0.23395449807867408,"Trevor Larnach",21501,663616
"Matt Olson","ATL",0.19216387532651424,"Matt Olson",14344,621566
"Paul Goldschmidt","STL",0.1573617379181087,"Paul Goldschmidt",9218,502671
"Mike Tauchman","CHC",0.15401226188987494,"Mike Tauchman",15274,643565
"Oswaldo Cabrera","NYY",0.1437044613994658,"Oswaldo Cabrera",21707,665828
"Lourdes Gurriel Jr.","ARI",0.13446549559012055,"Lourdes Gurriel Jr.",19238,666971
"Nolan Gorman","STL",0.1296321297995746,"Nolan Gorman",22263,669357
"Shea Langeliers","OAK",0.11700158007442951,"Shea Langeliers",25816,669127
"Kerry Carpenter","DET",0.11525784898549318,"Kerry Carpenter",25961,681481
"Spencer Torkelson","DET",0.11447672871872783,"Spencer Torkelson",27465,679529
"Nick Fortes","MIA",0.11429228819906712,"Nick Fortes",21538,663743
"Dylan Carlson","STL",0.0586892063729465,"Dylan Carlson",20126,666185
"Joc Pederson","SFG",0.05445464979857206,"Joc Pederson",11899,592626
"Tony Kemp","OAK",0.04992010071873665,"Tony Kemp",14894,643393
"Brandon Crawford","SFG",0.04987984849140048,"Brandon Crawford",5343,543063
"Jose Altuve","HOU",0.048946569208055735,"Jose Altuve",5417,514888
"Anthony Rendon","LAA",0.042004057206213474,"Anthony Rendon",12861,543685
"Chas McCormick","HOU",0.037695255130529404,"Chas McCormick",19599,676801
"Isiah Kiner-Falefa","NYY",-0.004965267144143581,"Isiah Kiner-Falefa",16512,643396
"Christian Encarnacion-Strand","CIN",-0.007415414322167635,"Christian Encarnacion-Strand",30011,687952
"Miguel Vargas","LAD",-0.019041077699512243,"Miguel Vargas",20178,678246
"Ketel Marte","ARI",-0.019638449419289827,"Ketel Marte",13613,606466
"Kolten Wong","- - -",-0.029206695966422558,"Kolten Wong",12532,543939
"Zach Neto","LAA",-0.033300858456641436,"Zach Neto",31347,687263
"Ramón Laureano","- - -",-0.10519767738878727,"Ramon Laureano",17128,657656
"J.P. Crawford","SEA",-0.10755329485982656,"J.P. Crawford",15491,641487
"DJ Stewart","NYM",-0.11202953523024917,"DJ Stewart",17766,621466
"Cavan Biggio","TOR",-0.1215076120570302,"Cavan Biggio",19252,624415
"Jordan Walker","STL",-0.12418598588556051,"Jordan Walker",27475,691023
"Ke'Bryan Hayes","PIT",-0.13402086682617664,"Ke'Bryan Hayes",18577,663647
"Luis Robert Jr.","CHW",-0.13734355475753546,"Luis Robert Jr.",20043,673357
"Jorge Polanco","MIN",-0.15588271291926503,"Jorge Polanco",13152,593871
"Jeimer Candelario","- - -",-0.18439562618732452,"Jeimer Candelario",13621,600869
"Matt Vierling","DET",-0.19074041908606887,"Matt Vierling",21558,663837
"Blake Sabol","SFG",-0.20140527933835983,"Blake Sabol",25805,666165
"Freddy Fermin","KCR",-0.22385828429833055,"Freddy Fermin",21840,666023
"Jake Rogers","DET",-0.2504282556474209,"Jake Rogers",19452,668670
"Tyler O'Neill","STL",-0.25427705980837345,"Tyler O'Neill",15711,641933
"Patrick Wisdom","CHC",-0.2630802118219435,"Patrick Wisdom",13602,621550
"Bryce Harper","PHI",-0.2726238165050745,"Bryce Harper",11579,547180
"Jesús Sánchez","MIA",-0.2903147852048278,"Jesus Sanchez",19913,660821
"Brendan Donovan","STL",-0.302614473272115,"Brendan Donovan",24679,680977
"Patrick Bailey","SFG",-0.3155767908319831,"Patrick Bailey",27478,672275
"George Springer","TOR",-0.3439118326641619,"George Springer",12856,543807
"Gio Urshela","LAA",-0.36489148437976837,"Gio Urshela",10681,570482
"Zack Short","DET",-0.37661693012341857,"Zack Short",19562,670097
"Royce Lewis","MIN",-0.3793945354409516,"Royce Lewis",20437,668904
"Luis Matos","SFG",-0.38708870112895966,"Luis Matos",26467,682641
"J.T. Realmuto","PHI",-0.3934119106270373,"J.T. Realmuto",11739,592663
"Brendan Rodgers","COL",-0.39698971901088953,"Brendan Rodgers",17907,663898
"Nick Allen","OAK",-0.4023468499071896,"Nick Allen",22277,669397
"Miguel Rojas","LAD",-0.40350344963371754,"Miguel Rojas",7802,500743
"Connor Wong","BOS",-0.41331358859315515,"Connor Wong",19896,657136
"James McCann","BAL",-0.4303085021674633,"James McCann",12859,543510
"Luis García Jr.","WSN",-0.4341683341190219,"Luis Garcia Jr.",20391,671277
"Nick Maton","DET",-0.44097967725247145,"Nick Maton",21635,665155
"Mike Yastrzemski","SFG",-0.45415782602503896,"Mike Yastrzemski",14854,573262
"Pavin Smith","ARI",-0.4674897138029337,"Pavin Smith",19892,656976
"Kyle Higashioka","NYY",-0.4700598791241646,"Kyle Higashioka",5517,543309
"Joey Votto","CIN",-0.47947121411561966,"Joey Votto",4314,458015
"Eric Haase","- - -",-0.4814274040982127,"Eric Haase",14111,606992
"Oscar Colás","CHW",-0.4919732939451933,"Oscar Colas",30162,693049
"Austin Hedges","- - -",-0.49469505762681365,"Austin Hedges",12976,595978
"Luis Rengifo","LAA",-0.49911375157535076,"Luis Rengifo",19858,650859
"Spencer Steer","CIN",-0.5105895893648267,"Spencer Steer",26323,668715
"Alex Verdugo","BOS",-0.5251948242075741,"Alex Verdugo",17027,657077
"Josh Donaldson","- - -",-0.5688601988367736,"Josh Donaldson",5038,518626
"Brett Baty","NYM",-0.5853005046956241,"Brett Baty",26123,683146
"Alex Call","WSN",-0.5927866012789309,"Alex Call",19296,669743
"Andruw Monasterio","MIL",-0.6063026646152139,"Andruw Monasterio",19455,655316
"Christian Arroyo","BOS",-0.6221217568963766,"Christian Arroyo",16434,624414
"Andy Ibáñez","DET",-0.6459306147880852,"Andy Ibanez",18819,628451
"Yoán Moncada","CHW",-0.6625136169604957,"Yoan Moncada",17232,660162
"Pete Alonso","NYM",-0.6631812574341893,"Pete Alonso",19251,624413
"Jonah Heim","TEX",-0.6633824468590319,"Jonah Heim",16930,641680
"Anthony Santander","BAL",-0.6886289911344647,"Anthony Santander",14551,623993
"Nick Madrigal","CHC",-0.7059515514411032,"Nick Madrigal",20521,663611
"Mitch Haniger","SFG",-0.7571165091358125,"Mitch Haniger",14274,571745
"Brent Rooker","OAK",-0.7688058218918741,"Brent Rooker",19627,667670
"Santiago Espinal","TOR",-0.7763415831141174,"Santiago Espinal",19997,669289
"Matt Chapman","TOR",-0.7907953332178295,"Matt Chapman",16505,656305
"Jake Burger","- - -",-0.7975161485373974,"Jake Burger",22275,669394
"Gary Sánchez","- - -",-0.8072483926080167,"Gary Sanchez",11442,596142
"Casey Schmitt","SFG",-0.8103686077520251,"Casey Schmitt",27577,669477
"Seby Zavala","- - -",-0.8105712770484388,"Seby Zavala",18887,664874
"Matt Carpenter","SDP",-0.8235248704440892,"Matt Carpenter",8090,572761
"Ezequiel Tovar","COL",-0.8246274413540959,"Ezequiel Tovar",24064,678662
"Luke Maile","CIN",-0.8273802134208381,"Luke Maile",13355,571912
"J.D. Martinez","LAD",-0.8610135531052947,"J.D. Martinez",6184,502110
"Emmanuel Rivera","ARI",-0.8659571669995785,"Emmanuel Rivera",19890,656896
"Juan Soto","SDP",-0.8773379293270409,"Juan Soto",20123,665742
"Oswald Peraza","NYY",-0.8889347962103784,"Oswald Peraza",22823,672724
"Jason Delay","PIT",-0.9027451919391751,"Jason Delay",19806,641511
"Robbie Grossman","TEX",-0.9111005249433219,"Robbie Grossman",5254,543257
"Enrique Hernández","- - -",-0.9366521872580051,"Enrique Hernandez",10472,571771
"Matt Duffy","KCR",-0.9412280926480889,"Matt Duffy",13836,622110
"Yan Gomes","CHC",-0.9738421780057251,"Yan Gomes",9627,543228
"Ryan O'Hearn","BAL",-0.998499667737633,"Ryan O'Hearn",16442,656811
"Gavin Sheets","CHW",-1.0090746516361833,"Gavin Sheets",19901,657757
"Willy Adames","MIL",-1.011365387123078,"Willy Adames",15986,642715
"Harold Castro","COL",-1.0702080223709345,"Harold Castro",14691,605612
"Will Smith","LAD",-1.0842784871347249,"Will Smith",19197,669257
"Max Muncy","LAD",-1.0933093675412238,"Max Muncy",13301,571970
"Danny Jansen","TOR",-1.0961927133612335,"Danny Jansen",16535,643376
"Jesse Winker","MIL",-1.1201333901844919,"Jesse Winker",13590,608385
"Eduardo Escobar","- - -",-1.1268360493704677,"Eduardo Escobar",6153,500871
"Elehuris Montero","COL",-1.137680049519986,"Elehuris Montero",20543,660707
"Michael Conforto","SFG",-1.1659645978361368,"Michael Conforto",16376,624424
"Edouard Julien","MIN",-1.1936103766784072,"Edouard Julien",27534,666397
"Carlos Pérez","OAK",-1.1965245339088142,"Carlos Perez",10642,542208
"Jordan Diaz","OAK",-1.2125315624289215,"Jordan Diaz",22650,672478
"Mark Vientos","NYM",-1.2194499839097261,"Mark Vientos",22184,668901
"Evan Longoria","ARI",-1.2456640107557178,"Evan Longoria",9368,446334
"Travis d'Arnaud","ATL",-1.2490098718553782,"Travis d'Arnaud",7739,518595
"Christian Bethancourt","TBR",-1.2559949508868158,"Christian Bethancourt",10028,542194
"Gleyber Torres","NYY",-1.2625978840515018,"Gleyber Torres",16997,650402
"Eloy Jiménez","CHW",-1.2675031498074532,"Eloy Jimenez",17484,650391
"Will Brennan","CLE",-1.2684700614772737,"Will Brennan",25660,686823
"Dominic Canzone","- - -",-1.285176968201995,"Dominic Canzone",26438,686527
"Jason Heyward","LAD",-1.2993734814226627,"Jason Heyward",4940,518792
"Austin Hays","BAL",-1.3243667944334447,"Austin Hays",19363,669720
"Reese McGuire","BOS",-1.3260596469044685,"Reese McGuire",15674,624512
"Luis Arraez","MIA",-1.370465289335698,"Luis Arraez",18568,650333
"Austin Slater","SFG",-1.379951230250299,"Austin Slater",16153,596103
"Kyle Farmer","MIN",-1.4034375315532088,"Kyle Farmer",14813,571657
"Bo Bichette","TOR",-1.4063747231848538,"Bo Bichette",19612,666182
"Nick Pratto","KCR",-1.408140939194709,"Nick Pratto",22117,668472
"Austin Barnes","LAD",-1.4232363123446703,"Austin Barnes",12158,605131
"LaMonte Wade Jr.","SFG",-1.4817361328750849,"LaMonte Wade Jr.",18126,664774
"Brian Anderson","MIL",-1.4913726337254047,"Brian Anderson",18289,605119
"Charlie Blackmon","COL",-1.4993664412759244,"Charlie Blackmon",7859,453568
"Andrew McCutchen","PIT",-1.5305840191431344,"Andrew McCutchen",9847,457705
"Willson Contreras","STL",-1.5378447202965617,"Willson Contreras",11609,575929
"William Contreras","MIL",-1.5550804072991014,"William Contreras",20503,661388
"Sean Murphy","ATL",-1.561969862319529,"Sean Murphy",19352,669221
"Jean Segura","MIA",-1.5636145384050906,"Jean Segura",5933,516416
"Andrew Knizner","STL",-1.5713094845414162,"Andrew Knizner",19514,668800
"Mike Ford","SEA",-1.5738007356412709,"Mike Ford",15585,645801
"Logan O'Hoppe","LAA",-1.6042130538262427,"Logan O'Hoppe",24729,681351
"Hunter Renfroe","- - -",-1.6084950799122453,"Hunter Renfroe",15464,592669
"Yainer Diaz","HOU",-1.692934820894152,"Yainer Diaz",23003,673237
"Randal Grichuk","- - -",-1.6972277667373419,"Randal Grichuk",10243,545341
"Martín Maldonado","HOU",-1.7489573513157666,"Martin Maldonado",6887,455117
"Josh Naylor","CLE",-1.7747829416766763,"Josh Naylor",18839,647304
"Taylor Ward","LAA",-1.783754704054445,"Taylor Ward",17548,621493
"Harold Ramírez","TBR",-1.846696738153696,"Harold Ramirez",14387,623912
"Elias Díaz","COL",-1.866389793343842,"Elias Diaz",11680,553869
"Adley Rutschman","BAL",-1.9022228666581213,"Adley Rutschman",26288,668939
"Alex Kirilloff","MIN",-1.9073398541659117,"Alex Kirilloff",20325,666135
"Eddie Rosario","ATL",-1.9150375574827194,"Eddie Rosario",12155,592696
"Mitch Garver","TEX",-1.9208859354257584,"Mitch Garver",15161,641598
"Seiya Suzuki","CHC",-1.9243476074188948,"Seiya Suzuki",30116,673548
"Matt Thaiss","LAA",-1.9256369126960635,"Matt Thaiss",19318,642136
"Mike Moustakas","- - -",-1.9319449956528842,"Mike Moustakas",4892,519058
"Isaac Paredes","TBR",-1.934150050394237,"Isaac Paredes",20036,670623
"Masataka Yoshida","BOS",-1.9562401711009443,"Masataka Yoshida",31837,807799
"Kris Bryant","COL",-1.9690122897736728,"Kris Bryant",15429,592178
"Rodolfo Castro","- - -",-1.9875110688153654,"Rodolfo Castro",21987,666801
"Ryan Jeffers","MIN",-2.036981008015573,"Ryan Jeffers",24618,680777
"Alec Burleson","STL",-2.059195845387876,"Alec Burleson",27615,676475
"Manuel Margot","TBR",-2.0957655357196927,"Manuel Margot",14712,622534
"Nolan Arenado","STL",-2.102718614973128,"Nolan Arenado",9777,571448
"Marcell Ozuna","ATL",-2.1101360404863954,"Marcell Ozuna",10324,542303
"Rowdy Tellez","MIL",-2.113977688830346,"Rowdy Tellez",15679,642133
"Vinnie Pasquantino","KCR",-2.124235112220049,"Vinnie Pasquantino",27676,686469
"Paul DeJong","- - -",-2.134079877054319,"Paul DeJong",18015,657557
"Brandon Belt","TOR",-2.1577611854299903,"Brandon Belt",10264,474832
"Trey Mancini","CHC",-2.1817904668860137,"Trey Mancini",15149,641820
"Cal Raleigh","SEA",-2.228303568903357,"Cal Raleigh",21534,663728
"Aledmys Díaz","OAK",-2.241234354209155,"Aledmys Diaz",15937,649557
"Tyler Stephenson","CIN",-2.2817981825210154,"Tyler Stephenson",17988,663886
"Orlando Arcia","ATL",-2.2912724181078374,"Orlando Arcia",13185,606115
"Jake Bauers","NYY",-2.368353897240013,"Jake Bauers",15194,641343
"J.D. Davis","SFG",-2.3761206516064703,"J.D. Davis",16219,605204
"Manny Machado","SDP",-2.409637125208974,"Manny Machado",11493,592518
"Aaron Judge","NYY",-2.4149668011814356,"Aaron Judge",15640,592450
"Eugenio Suárez","SEA",-2.4239383074454963,"Eugenio Suarez",12552,553993
"Jurickson Profar","- - -",-2.4399154945276678,"Jurickson Profar",10815,595777
"Seth Brown","OAK",-2.5229259110055864,"Seth Brown",18171,664913
"José Abreu","HOU",-2.5293448041193187,"Jose Abreu",15676,547989
"Garrett Cooper","- - -",-2.537305945996195,"Garrett Cooper",15279,643265
"Ezequiel Duran","TEX",-2.5515731521882117,"Ezequiel Duran",23733,677649
"Victor Caratini","MIL",-2.592089189682156,"Victor Caratini",14968,605170
"Gabriel Moreno","ARI",-2.6047744089737535,"Gabriel Moreno",22664,672515
"Henry Davis","PIT",-2.7408673828467727,"Henry Davis",29617,680779
"Giancarlo Stanton","NYY",-2.7741393288597465,"Giancarlo Stanton",4949,519317
"Francisco Alvarez","NYM",-2.775720771867782,"Francisco Alvarez",26121,682626
"Connor Joe","PIT",-2.785054530017078,"Connor Joe",16572,656582
"Corey Seager","TEX",-2.7867530244402587,"Corey Seager",13624,608369
"Nick Castellanos","PHI",-2.7941163214854896,"Nick Castellanos",11737,592206
"Brandon Drury","LAA",-2.823211662005633,"Brandon Drury",11615,592273
"Jorge Soler","MIA",-2.8489226633682847,"Jorge Soler",14221,624585
"Carlos Correa","MIN",-2.9134282781742513,"Carlos Correa",14162,621043
"Donovan Solano","MIN",-2.9230994950048625,"Donovan Solano",8623,456781
"Triston Casas","BOS",-2.9648137488402426,"Triston Casas",22514,671213
"Max Kepler","MIN",-2.9872353938408196,"Max Kepler",12144,596146
"Ryan McMahon","COL",-3.0457363189198077,"Ryan McMahon",15112,641857
"Daniel Vogelbach","NYM",-3.071072162128985,"Daniel Vogelbach",14130,596129
"Wilmer Flores","SFG",-3.101849448401481,"Wilmer Flores",5827,527038
"David Peralta","LAD",-3.1147303944453597,"David Peralta",2136,444482
"Jacob Stallings","MIA",-3.1584079791791737,"Jacob Stallings",13723,607732
"Rafael Devers","BOS",-3.1911134920082986,"Rafael Devers",17350,646240
"Alec Bohm","PHI",-3.287075934931636,"Alec Bohm",21618,664761
"Brandon Nimmo","NYM",-3.384279586840421,"Brandon Nimmo",12927,607043
"Josh Jung","TEX",-3.4480877756141126,"Josh Jung",26299,673962
"Anthony Rizzo","NYY",-3.599714255426079,"Anthony Rizzo",3473,519203
"Bryan De La Cruz","MIA",-3.7088582669384778,"Bryan De La Cruz",19600,650559
"Yasmani Grandal","CHW",-3.8318508500233293,"Yasmani Grandal",11368,518735
"Christian Vázquez","MIN",-3.840316540095955,"Christian Vazquez",9774,543877
"C.J. Cron","- - -",-3.984627685509622,"C.J. Cron",12546,543068
"Alex Bregman","HOU",-4.154336574953049,"Alex Bregman",17678,608324
"Miguel Cabrera","DET",-4.196426852140576,"Miguel Cabrera",1744,408234
"Vladimir Guerrero Jr.","TOR",-4.205176969058812,"Vladimir Guerrero Jr.",19611,665489
