Name,Team,BsR,NameASCII,PlayerId,MLBAMID
"Jacob Stallings","COL",-3.494987428188324,"Jacob Stallings",13723,607732
"Alejandro Kirk","TOR",-3.5112824961543083,"Alejandro Kirk",22581,672386
"Jose F Miranda","MIN",-3.567370742559433,"Jose F Miranda",20538,669304
"Yandy Díaz","TBR",-3.623389318585396,"Yandy Diaz",16578,650490
"Matt Olson","ATL",-3.626121550798416,"Matt Olson",14344,621566
"Hunter Renfroe","KCR",-3.627084858715534,"Hunter Renfroe",15464,592669
"Ty France","- - -",-3.6462402939796448,"Ty France",17982,664034
"Spencer Horwitz","TOR",-3.708028443157673,"Spencer Horwitz",26477,687462
"Juan Soto","NYY",-3.869206704199314,"Juan Soto",20123,665742
"Nick Castellanos","PHI",-3.8692190796136856,"Nick Castellanos",11737,592206
"Jon Singleton","HOU",-3.957566387951374,"Jon Singleton",10441,572138
"Josh Bell","- - -",-4.095732972025871,"Josh Bell",13145,605137
"Pete Alonso","NYM",-4.243847981095314,"Pete Alonso",19251,624413
"Giancarlo Stanton","NYY",-4.368655264377594,"Giancarlo Stanton",4949,519317
"Jorge Soler","- - -",-4.4026878252625465,"Jorge Soler",14221,624585
"Gleyber Torres","NYY",-4.577568933367729,"Gleyber Torres",16997,650402
"Justin Turner","- - -",-4.578857585787773,"Justin Turner",5235,457759
"Marcell Ozuna","ATL",-4.620623424649239,"Marcell Ozuna",10324,542303
"Logan O'Hoppe","LAA",-4.758730798959732,"Logan O'Hoppe",24729,681351
"Corey Seager","TEX",-5.249853789806366,"Corey Seager",13624,608369
"Vladimir Guerrero Jr.","TOR",-5.63081281632185,"Vladimir Guerrero Jr.",19611,665489
"Salvador Perez","KCR",-5.65331793576479,"Salvador Perez",7304,521692
