Name,Team,BsR,NameASCII,PlayerId,MLBAMID
"Julio Rodríguez","SEA",2.2323069581761956,"Julio Rodriguez",23697,677594
"Garrett Mitchell","MIL",2.2187297930940986,"Garrett Mitchell",27555,669003
"Jake Mangum","PIT",2.186001241207123,"Jake Mangum",26202,663968
"Colt Keith","DET",2.1852563926950097,"Colt Keith",27899,690993
"Jeremy Peña","HOU",2.1819659443572164,"Jeremy Pena",21636,665161
"Jake Bauers","MIL",2.1374751161783934,"Jake Bauers",15194,641343
"Oswald Peraza","LAA",2.1127509707584977,"Oswald Peraza",22823,672724
"James Wood","WSN",2.0799518823623657,"James Wood",29518,695578
"Dane Myers","CIN",2.059090784750879,"Dane Myers",22054,667472
"Kyle Isbel","KCR",2.036032118834555,"Kyle Isbel",21614,664728
"Leody Taveras","BAL",1.9672762611880898,"Leody Taveras",18900,665750
"Xavier Edwards","MIA",1.9411348719149828,"Xavier Edwards",22266,669364
"Elly De La Cruz","CIN",1.8763064946979284,"Elly De La Cruz",26668,682829
"Dylan Crews","WSN",1.8194829002022743,"Dylan Crews",33541,686611
"Jared Triolo","PIT",1.7724307719618082,"Jared Triolo",25807,669707
"Mickey Moniak","COL",1.756181319244206,"Mickey Moniak",19956,666160
"Blaze Alexander","BAL",1.754165692254901,"Blaze Alexander",23789,677942
"Daylen Lile","WSN",1.686898603104055,"Daylen Lile",29995,695734
"Myles Straw","TOR",1.6763448510318995,"Myles Straw",17620,664702
"Spencer Steer","CIN",1.656453188508749,"Spencer Steer",26323,668715
"Ceddanne Rafaela","BOS",1.6552817095071077,"Ceddanne Rafaela",24262,678882
"Zack Gelof","ATH",1.655156783759594,"Zack Gelof",29766,680869
"Luis Arraez","- - -",1.5896613290533423,"Luis Arraez",18568,650333
"Caleb Durbin","BOS",1.5872734868898988,"Caleb Durbin",29646,702332
"Jordan Walker","STL",1.5773212295025587,"Jordan Walker",27475,691023
"Ben Williamson","TBR",1.5656430358067155,"Ben Williamson",33197,810938
"Justin Crawford","PHI",1.5239623580127954,"Justin Crawford",31791,702222
"Masyn Winn","STL",1.4687900245189667,"Masyn Winn",27479,691026
"Angel Martínez","CLE",1.4551897905766964,"Angel Martinez",26540,682657
"Wade Meckler","LAA",1.436243706382811,"Wade Meckler",31490,685133
"Randy Arozarena","SEA",1.435321383178234,"Randy Arozarena",19290,668227
"Brice Turang","MIL",1.4077504081651568,"Brice Turang",22186,668930
"Sam Antonacci","CHW",1.3978648371994495,"Sam Antonacci",35101,803011
"Bryan Reynolds","PIT",1.3633915521204472,"Bryan Reynolds",19326,668804
"Sal Frelick","MIL",1.3351997258141637,"Sal Frelick",29622,686217
"Brandon Marsh","PHI",1.329269576817751,"Brandon Marsh",20202,669016
"Jose Fernandez","ARI",1.3269825028255582,"Jose Fernandez",28020,699912
"Shohei Ohtani","LAD",1.307695647701621,"Shohei Ohtani",19755,660271
"Christian Yelich","MIL",1.2880258029326797,"Christian Yelich",11477,592885
"Xander Bogaerts","SDP",1.282517778687179,"Xander Bogaerts",12161,593428
"Ezequiel Tovar","COL",1.2779751671478152,"Ezequiel Tovar",24064,678662
"Cole Carrigg","COL",1.2559550665318966,"Cole Carrigg",33253,694249
"Owen Caissie","MIA",1.2387714348733425,"Owen Caissie",27496,683357
"Kody Clemens","MIN",1.2323315618559718,"Kody Clemens",20572,665019
"Coby Mayo","BAL",1.2036884631961584,"Coby Mayo",28312,691723
"Randal Grichuk","- - -",1.1758744027465582,"Randal Grichuk",10243,545341
"J.T. Realmuto","PHI",1.167300664819777,"J.T. Realmuto",11739,592663
"Spencer Jones","NYY",1.1583396224305034,"Spencer Jones",31532,682987
"TJ Friedl","CIN",1.1495464835315943,"TJ Friedl",19522,670770
"A.J. Ewing","NYM",1.1296886261552572,"A.J. Ewing",33656,805999
"Daulton Varsho","- - -",1.1081015961244702,"Daulton Varsho",19918,662139
"Luisangel Acuña","CHW",1.1064305352047086,"Luisangel Acuna",26548,682668
"Jonny DeLuca","TBR",1.0955770490691066,"Jonny DeLuca",26365,676356
"Colt Emerson","SEA",1.0791552774608135,"Colt Emerson",33575,806068
"Jac Caglianone","KCR",1.02512685675174,"Jac Caglianone",35041,695506
"Marcus Semien","NYM",1.01780238840729,"Marcus Semien",12533,543760
"Brandon Nimmo","TEX",1.005493844859302,"Brandon Nimmo",12927,607043
"Andrés Giménez","TOR",1.0052555715665221,"Andres Gimenez",19950,665926
"José Fermín","STL",0.9893419528380036,"Jose Fermin",21746,665877
"Fernando Tatis Jr.","SDP",0.9824189860373735,"Fernando Tatis Jr.",19709,665487
"Colton Cowser","BAL",0.9745391756296158,"Colton Cowser",29591,681297
"Nicky Lopez","- - -",0.9662620387971401,"Nicky Lopez",19339,670032
"Brett Baty","NYM",0.9075162028893828,"Brett Baty",26123,683146
"José Tena","WSN",0.8977466085925698,"Jose Tena",23691,677588
"Miguel Vargas","CHW",0.8812509085983038,"Miguel Vargas",20178,678246
"Ryan Waldschmidt","ARI",0.8793171904981136,"Ryan Waldschmidt",35061,814439
"Nick Gonzales","PIT",0.8683489114046097,"Nick Gonzales",27490,693304
"Ezequiel Duran","TEX",0.8650417570024729,"Ezequiel Duran",23733,677649
"Kyle Karros","COL",0.8540835632011294,"Kyle Karros",33252,691720
"Derek Hill","- - -",0.8339191004633904,"Derek Hill",16947,656537
"Ildemaro Vargas","ARI",0.8277193773537874,"Ildemaro Vargas",13324,545121
"Heliot Ramos","- - -",0.8264493457973003,"Heliot Ramos",22515,671218
"Jackson Chourio","MIL",0.8098804075270891,"Jackson Chourio",28806,694192
"Nathan Church","STL",0.7834002571180463,"Nathan Church",31357,701675
"Richie Palacios","TBR",0.7362293926998973,"Richie Palacios",24589,680700
"Mike Yastrzemski","ATL",0.7350197043269873,"Mike Yastrzemski",14854,573262
"Lane Thomas","- - -",0.7159819332882762,"Lane Thomas",16939,657041
"Edmundo Sosa","PHI",0.7158603090792894,"Edmundo Sosa",17022,624641
"Victor Scott II","STL",0.7117247898131609,"Victor Scott II",31349,687363
"Noelvi Marte","CIN",0.6751674013212323,"Noelvi Marte",26517,682622
"George Springer","TOR",0.6474422235041857,"George Springer",12856,543807
"Griffin Conine","MIA",0.5841653319075704,"Griffin Conine",21626,665052
"Max Muncy","LAD",0.5722212204709649,"Max Muncy",13301,571970
"Anthony Volpe","NYY",0.5684774406254292,"Anthony Volpe",27647,683011
"Lourdes Gurriel Jr.","ARI",0.5513075720518827,"Lourdes Gurriel Jr.",19238,666971
"Trevor Larnach","MIN",0.5423463862389326,"Trevor Larnach",21501,663616
"Wyatt Langford","TEX",0.5354733364656568,"Wyatt Langford",33333,694671
"Austin Riley","ATL",0.527248015627265,"Austin Riley",18360,663586
"Josh Smith","- - -",0.5222904831171036,"Josh Smith",26396,669701
"Maikel Garcia","KCR",0.5091129653155804,"Maikel Garcia",22715,672580
"Jorbit Vivas","WSN",0.4942945586517453,"Jorbit Vivas",23917,678391
"Ramón Laureano","SDP",0.48673344776034355,"Ramon Laureano",17128,657656
"Jo Adell","- - -",0.4698371682316065,"Jo Adell",20220,666176
"Casey Schmitt","SFG",0.45689995493739843,"Casey Schmitt",27577,669477
"Jung Hoo Lee","SFG",0.4418792948126793,"Jung Hoo Lee",33824,808982
"Brent Rooker","ATH",0.43049355037510395,"Brent Rooker",19627,667670
"Jackson Holliday","BAL",0.4296924099326134,"Jackson Holliday",31781,702616
"Connor Norby","- - -",0.41549015417695045,"Connor Norby",29592,681393
"Dillon Dingler","DET",0.40850405395030975,"Dillon Dingler",27464,693307
"Cody Bellinger","NYY",0.40382455103099346,"Cody Bellinger",15998,641355
"Ryan Vilade","TBR",0.4030222687870264,"Ryan Vilade",22165,668723
"Henry Bolte","ATH",0.40111603680998087,"Henry Bolte",31448,703607
"Brandon Lowe","PIT",0.39276258926838636,"Brandon Lowe",18882,664040
"Jacob Gonzalez","- - -",0.3887566514313221,"Jacob Gonzalez",33225,694378
"Dalton Rushing","LAD",0.38259574957191944,"Dalton Rushing",31382,687221
"Nick Loftin","KCR",0.3491219822317362,"Nick Loftin",27630,679845
"Alex Freeland","LAD",0.3484689313918352,"Alex Freeland",31665,690976
"Carter Jensen","KCR",0.3270789561793208,"Carter Jensen",29478,695600
"Adolis García","PHI",0.32111332938075066,"Adolis Garcia",19287,666969
"Vaughn Grissom","LAA",0.3080530511215329,"Vaughn Grissom",26031,687093
"Jakob Marsee","MIA",0.30009834188967943,"Jakob Marsee",31370,805300
"Kyle Stowers","MIA",0.2862415388226509,"Kyle Stowers",26151,669065
"Ketel Marte","ARI",0.2597902910783887,"Ketel Marte",13613,606466
"Brayan Rocchio","CLE",0.23633114714175463,"Brayan Rocchio",23690,677587
"Luis Torrens","NYM",0.21782134845852852,"Luis Torrens",15905,620443
"Jacob Wilson","ATH",0.19251663610339165,"Jacob Wilson",33266,805779
"Ke'Bryan Hayes","CIN",0.1901008076965809,"Ke'Bryan Hayes",18577,663647
"Luke Raley","SEA",0.17766192834824324,"Luke Raley",19354,670042
"Michael Conforto","CHC",0.1629484435543418,"Michael Conforto",16376,624424
"Kyle Tucker","LAD",0.15957601740956306,"Kyle Tucker",18345,663656
"Pedro Pagés","STL",0.15686141978949308,"Pedro Pages",25782,686780
"Marcelo Mayer","BOS",0.13847470190376043,"Marcelo Mayer",29668,691785
"Chase DeLauter","CLE",0.10720182862132788,"Chase DeLauter",32127,800050
"Alex Bregman","CHC",0.09936941228806973,"Alex Bregman",17678,608324
"Teoscar Hernández","LAD",0.0916228424757719,"Teoscar Hernandez",13066,606192
"Yohendrick Piñango","TOR",0.08390899188816547,"Yohendrick Pinango",26664,682818
"Steven Kwan","CLE",0.008436452597379684,"Steven Kwan",24610,680757
"Tristan Gray","MIN",0.0008237035945057869,"Tristan Gray",19877,656484
"Tyler O'Neill","BAL",-0.0032325871288776398,"Tyler O'Neill",15711,641933
"Byron Buxton","MIN",-0.015387874096632004,"Byron Buxton",14161,621439
"Matt McLain","CIN",-0.03528281766921282,"Matt McLain",29695,680574
"Brett Sullivan","COL",-0.03646243643015623,"Brett Sullivan",18217,664954
"Tommy Edman","LAD",-0.03997443150728941,"Tommy Edman",19470,669242
"Jake Cronenworth","SDP",-0.09891198202967644,"Jake Cronenworth",18036,630105
"Jasson Domínguez","NYY",-0.10438568610697985,"Jasson Dominguez",28080,691176
"Brooks Lee","MIN",-0.10571860149502754,"Brooks Lee",31595,686797
"Moisés Ballesteros","- - -",-0.11682327836751938,"Moises Ballesteros",28820,694208
"Taylor Trammell","HOU",-0.16027221083641052,"Taylor Trammell",19960,666211
"Dylan Beavers","BAL",-0.16938865091651678,"Dylan Beavers",31695,687637
"Alejandro Osuna","TEX",-0.17424310557544231,"Alejandro Osuna",27915,696030
"Cedric Mullins","TBR",-0.1965791881084442,"Cedric Mullins",17929,656775
"Matt Vierling","DET",-0.20177388098090887,"Matt Vierling",21558,663837
"Joey Ortiz","MIL",-0.20946905575692654,"Joey Ortiz",25493,687401
"Drew Romo","CHW",-0.22310777474194765,"Drew Romo",27763,691011
"Riley Greene","DET",-0.22855948098003864,"Riley Greene",25976,682985
"Matt Olson","ATL",-0.24729836732149124,"Matt Olson",14344,621566
"Chase Meidroth","CHW",-0.254536097869277,"Chase Meidroth",31580,805367
"Rafael Devers","SFG",-0.2830734811723232,"Rafael Devers",17350,646240
"Brandon Valenzuela","TOR",-0.2966930093243718,"Brandon Valenzuela",23813,678218
"Aaron Judge","NYY",-0.29857880901545286,"Aaron Judge",15640,592450
"Justin Foscue","TEX",-0.3003025306388736,"Justin Foscue",27501,679822
"Mauricio Dubón","ATL",-0.3148720832541585,"Mauricio Dubon",16530,643289
"Ernie Clement","TOR",-0.3229559687897563,"Ernie Clement",20352,676391
"Paul Goldschmidt","NYY",-0.35074338130652905,"Paul Goldschmidt",9218,502671
"Amed Rosario","NYY",-0.35116581339389086,"Amed Rosario",15518,642708
"Adrian Del Castillo","ARI",-0.35364364739507437,"Adrian Del Castillo",29554,680728
"Lars Nootbaar","- - -",-0.35400582756847143,"Lars Nootbaar",21454,663457
"Josh Lowe","LAA",-0.35508492309600115,"Josh Lowe",19953,666139
"JJ Bleday","CIN",-0.3736226689070463,"JJ Bleday",26368,668709
"Christian Walker","HOU",-0.3772221300750971,"Christian Walker",13419,572233
"Jared Young","NYM",-0.3982232017442584,"Jared Young",20404,676724
"Ronald Acuña Jr.","ATL",-0.4283719342201948,"Ronald Acuna Jr.",18401,660670
"Joe Mack","MIA",-0.44124441035091877,"Joe Mack",29780,691788
"Nick Kurtz","ATH",-0.4993720296770334,"Nick Kurtz",35110,701762
"Leo Jiménez","MIA",-0.5208965744823217,"Leo Jimenez",23782,677870
"Daniel Schneemann","CLE",-0.5251256162300706,"Daniel Schneemann",25180,682177
"Jeremiah Jackson","BAL",-0.5262899687513709,"Jeremiah Jackson",22239,669236
"Shea Langeliers","ATH",-0.5362391313537955,"Shea Langeliers",25816,669127
"Denzer Guzman","LAA",-0.5406321119517088,"Denzer Guzman",28816,694203
"Tyler Soderstrom","ATH",-0.5457414276897907,"Tyler Soderstrom",27467,691016
"Francisco Lindor","NYM",-0.5574223306030035,"Francisco Lindor",12916,596019
"Alec Burleson","STL",-0.5977140003815293,"Alec Burleson",27615,676475
"Miguel Andujar","SDP",-0.6291451118886471,"Miguel Andujar",15878,609280
"Gabriel Moreno","ARI",-0.6354476111009717,"Gabriel Moreno",22664,672515
"Luis Rengifo","- - -",-0.6429973086342216,"Luis Rengifo",19858,650859
"Curtis Mead","- - -",-0.6511123282834888,"Curtis Mead",23986,678554
"Masataka Yoshida","BOS",-0.6695158630609512,"Masataka Yoshida",31837,807799
"Brice Matthews","HOU",-0.7401438439264894,"Brice Matthews",33280,694728
"Mike Trout","LAA",-0.7407429814338684,"Mike Trout",10155,545361
"Jake Burger","TEX",-0.7426734659820795,"Jake Burger",22275,669394
"Edgar Quero","CHW",-0.745248468592763,"Edgar Quero",28022,700337
"Austin Wells","NYY",-0.7573424782603979,"Austin Wells",27562,669224
"Freddy Fermin","SDP",-0.7657655915245414,"Freddy Fermin",21840,666023
"Kerry Carpenter","DET",-0.7991649517789483,"Kerry Carpenter",25961,681481
"Ian Happ","CHC",-0.8087900970131159,"Ian Happ",17919,664023
"Jonah Heim","- - -",-0.8129255687817931,"Jonah Heim",16930,641680
"Freddie Freeman","LAD",-0.814762968569994,"Freddie Freeman",5361,518692
"Mookie Betts","LAD",-0.829693865031004,"Mookie Betts",13611,605141
"Edouard Julien","COL",-0.8401013799011707,"Edouard Julien",27534,666397
"Alec Bohm","PHI",-0.8420726181939244,"Alec Bohm",21618,664761
"Christian Vázquez","HOU",-0.8441572738811374,"Christian Vazquez",9774,543877
"Ben Rice","NYY",-0.8458205703645945,"Ben Rice",29576,700250
"Brady House","WSN",-0.8556733662262559,"Brady House",29993,691781
"Marcell Ozuna","PIT",-0.9253186583518982,"Marcell Ozuna",10324,542303
"Joc Pederson","TEX",-0.9262194773182273,"Joc Pederson",11899,592626
"Heriberto Hernández","MIA",-0.9791248887777328,"Heriberto Hernandez",24878,681715
"Juan Soto","NYM",-0.984088895842433,"Juan Soto",20123,665742
"Ozzie Albies","ATL",-0.997421046718955,"Ozzie Albies",16556,645277
"Geraldo Perdomo","ARI",-1.0049856761470437,"Geraldo Perdomo",22799,672695
"Kyle Higashioka","TEX",-1.0157506708055735,"Kyle Higashioka",5517,543309
"Andy Pages","LAD",-1.0210117576643825,"Andy Pages",24816,681624
"Dominic Canzone","SEA",-1.0241473503410816,"Dominic Canzone",26438,686527
"Michael Harris II","ATL",-1.0419201543554664,"Michael Harris II",25931,671739
"Wilyer Abreu","BOS",-1.0428394582122564,"Wilyer Abreu",23772,677800
"Francisco Alvarez","NYM",-1.04670365806669,"Francisco Alvarez",26121,682626
"Ryan McMahon","NYY",-1.0476109236478806,"Ryan McMahon",15112,641857
"Donovan Walton","- - -",-1.0840162597596645,"Donovan Walton",19314,622268
"Tyrone Taylor","- - -",-1.1132480474188924,"Tyrone Taylor",13675,621438
"Nolan Gorman","STL",-1.121001304127276,"Nolan Gorman",22263,669357
"Hunter Feduccia","- - -",-1.1336182383820415,"Hunter Feduccia",23372,676439
"Nick Fortes","TBR",-1.1351749757304788,"Nick Fortes",21538,663743
"Vinnie Pasquantino","KCR",-1.1422329740598798,"Vinnie Pasquantino",27676,686469
"Andruw Monasterio","BOS",-1.1460492201149464,"Andruw Monasterio",19455,655316
"Nathaniel Lowe","- - -",-1.1465857066214085,"Nathaniel Lowe",19566,663993
"Gavin Sheets","SDP",-1.1788076413795352,"Gavin Sheets",19901,657757
"Nathan Lukes","TOR",-1.1852327762171626,"Nathan Lukes",18123,664770
"Matt Chapman","SFG",-1.1916826190426946,"Matt Chapman",16505,656305
"Esmerlyn Valdez","PIT",-1.1961552938446403,"Esmerlyn Valdez",29005,699013
"Nolan Schanuel","LAA",-1.1981331007555127,"Nolan Schanuel",33189,694384
"Tim Tawa","ARI",-1.2083882708102465,"Tim Tawa",29571,694374
"Carlos Narváez","- - -",-1.221648931503296,"Carlos Narvaez",19722,665966
"Andrew Vaughn","MIL",-1.2314784098416567,"Andrew Vaughn",26197,683734
"Carlos Cortes","ATH",-1.2398089366033673,"Carlos Cortes",21842,666126
"Austin Martin","MIN",-1.2505039628595114,"Austin Martin",27462,668885
"Jose Altuve","HOU",-1.2606099974364042,"Jose Altuve",5417,514888
"Jeff McNeil","ATH",-1.2723358543589711,"Jeff McNeil",15362,643446
"Drew Gilbert","SFG",-1.2822823226451874,"Drew Gilbert",31545,687551
"Spencer Torkelson","DET",-1.28286933619529,"Spencer Torkelson",27465,679529
"Javier Sanoja","MIA",-1.2967857867479324,"Javier Sanoja",28253,691594
"Mark Vientos","NYM",-1.3095121076330543,"Mark Vientos",22184,668901
"Max Muncy","ATH",-1.3103561056777835,"Max Muncy",29779,691777
"Austin Hedges","CLE",-1.3200952727347612,"Austin Hedges",12976,595978
"J.P. Crawford","SEA",-1.3212659619748592,"J.P. Crawford",15491,641487
"Drake Baldwin","ATL",-1.334841050207615,"Drake Baldwin",31539,686948
"Miguel Rojas","LAD",-1.3408387452363968,"Miguel Rojas",7802,500743
"Cal Raleigh","SEA",-1.344550509005785,"Cal Raleigh",21534,663728
"Corey Seager","TEX",-1.3548191906884313,"Corey Seager",13624,608369
"Miguel Amaya","CHC",-1.3562515107914805,"Miguel Amaya",21693,665804
"Henry Davis","PIT",-1.3628221228718758,"Henry Davis",29617,680779
"Luis García Jr.","- - -",-1.3709584344178438,"Luis Garcia Jr.",20391,671277
"Cole Young","SEA",-1.3960270341485739,"Cole Young",31680,702284
"Vladimir Guerrero Jr.","TOR",-1.4074086965993047,"Vladimir Guerrero Jr.",19611,665489
"Willi Castro","COL",-1.4310593558475375,"Willi Castro",17338,650489
"Gary Sánchez","MIL",-1.4396885130554438,"Gary Sanchez",11442,596142
"Zach McKinstry","DET",-1.4406794924288988,"Zach McKinstry",19392,656716
"Luis Robert Jr.","NYM",-1.4657200975343585,"Luis Robert Jr.",20043,673357
"Ryan Jeffers","MIN",-1.5180115448310971,"Ryan Jeffers",24618,680777
"Braden Montgomery","CHW",-1.5237122112885118,"Braden Montgomery",35423,695731
"Nolan Arenado","ARI",-1.5338151790201664,"Nolan Arenado",9777,571448
"Eugenio Suárez","CIN",-1.5424382947385311,"Eugenio Suarez",12552,553993
"Ryan Kreidler","MIN",-1.5432411078363657,"Ryan Kreidler",25867,668952
"Lawrence Butler","ATH",-1.5667930021882057,"Lawrence Butler",22542,671732
"Troy Johnston","COL",-1.5696650370955467,"Troy Johnston",26143,687859
"Isaac Paredes","HOU",-1.5856281779706478,"Isaac Paredes",20036,670623
"Munetaka Murakami","CHW",-1.6079350840300322,"Munetaka Murakami",37120,808959
"Blaze Jordan","STL",-1.6557932421565056,"Blaze Jordan",28199,691458
"Will Smith","LAD",-1.6688216058537364,"Will Smith",19197,669257
"Jesús Sánchez","TOR",-1.6943564862012863,"Jesus Sanchez",19913,660821
"Michael Massey","KCR",-1.722687328234315,"Michael Massey",27684,686681
"Samuel Basallo","BAL",-1.7655112510547042,"Samuel Basallo",28824,694212
"Dominic Smith","ATL",-1.7661209236830473,"Dominic Smith",15653,642086
"Spencer Horwitz","PIT",-1.7709968918934464,"Spencer Horwitz",26477,687462
"Zach Neto","LAA",-1.795103669166565,"Zach Neto",31347,687263
"Connor Wong","BOS",-1.7959879841655493,"Connor Wong",19896,657136
"Alejandro Kirk","TOR",-1.7980540487915277,"Alejandro Kirk",22581,672386
"Kyle Manzardo","CLE",-1.8812347864732146,"Kyle Manzardo",29794,700932
"Tyler Stephenson","CIN",-1.91422813013196,"Tyler Stephenson",17988,663886
"Rhys Hoskins","CLE",-1.9606957556679845,"Rhys Hoskins",16472,656555
"Yainer Diaz","HOU",-1.9639355316758156,"Yainer Diaz",23003,673237
"Andrew Benintendi","CHW",-1.9745585387572646,"Andrew Benintendi",17901,643217
"Bo Bichette","NYM",-1.984354310669005,"Bo Bichette",19612,666182
"Trent Grisham","NYY",-2.008105260320008,"Trent Grisham",18564,663757
"Tyler Freeman","COL",-2.0493092136457562,"Tyler Freeman",22532,671289
"Josh Jung","TEX",-2.1924457643181086,"Josh Jung",26299,673962
"Patrick Bailey","- - -",-2.1963454941287637,"Patrick Bailey",27478,672275
"Adley Rutschman","- - -",-2.227069590240717,"Adley Rutschman",26288,668939
"Carson Kelly","CHC",-2.2311267415061593,"Carson Kelly",13620,608348
"Jorge Soler","LAA",-2.250173930078745,"Jorge Soler",14221,624585
"Kazuma Okamoto","TOR",-2.276401996612549,"Kazuma Okamoto",37123,672960
"Yandy Díaz","TBR",-2.299537560902536,"Yandy Diaz",16578,650490
"Sal Stewart","CIN",-2.3107136711478233,"Sal Stewart",31505,701398
"Junior Caminero","TBR",-2.3243356347084045,"Junior Caminero",28163,691406
"Logan O'Hoppe","- - -",-2.336607980018016,"Logan O'Hoppe",24729,681351
"Hao-Yu Lee","DET",-2.4253501472994685,"Hao-Yu Lee",30080,701678
"Kyle Schwarber","PHI",-2.4616859648376703,"Kyle Schwarber",16478,656941
"Colson Montgomery","CHW",-2.4948980631306767,"Colson Montgomery",29712,695657
"Iván Herrera","STL",-2.5388078764081,"Ivan Herrera",20599,671056
"Willy Adames","SFG",-2.626384318806231,"Willy Adames",15986,642715
"William Contreras","MIL",-2.6705173049122095,"William Contreras",20503,661388
"Bryce Harper","PHI",-3.012545923702419,"Bryce Harper",11579,547180
"Ty France","SDP",-3.0246961126103997,"Ty France",17982,664034
"Bryce Eldridge","SFG",-3.056765108369291,"Bryce Eldridge",33390,805811
"Pete Alonso","BAL",-3.0785126704722643,"Pete Alonso",19251,624413
"Salvador Perez","KCR",-3.1287669595330954,"Salvador Perez",7304,521692
"Michael Busch","CHC",-3.151648965664208,"Michael Busch",26319,683737
"Ryan O'Hearn","PIT",-3.1791668497025967,"Ryan O'Hearn",16442,656811
"Jonathan Aranda","TBR",-3.2165634790435433,"Jonathan Aranda",21837,666018
"Josh Bell","MIN",-3.2277312548831105,"Josh Bell",13145,605137
"Isaac Collins","KCR",-3.2762642856687307,"Isaac Collins",25477,686555
"Hunter Goodman","COL",-3.3233272721990943,"Hunter Goodman",29715,696100
"Victor Caratini","MIN",-3.340205369517207,"Victor Caratini",14968,605170
"Seiya Suzuki","CHC",-3.383970495313406,"Seiya Suzuki",30116,673548
"Willson Contreras","BOS",-3.480204164981842,"Willson Contreras",11609,575929
"Josh Naylor","SEA",-3.504557634703815,"Josh Naylor",18839,647304
"Manny Machado","SDP",-3.8600243851542473,"Manny Machado",11493,592518
"TJ Rumfield","COL",-3.970751595683396,"TJ Rumfield",29805,681198
"Taylor Ward","- - -",-4.1797110522165895,"Taylor Ward",17548,621493
"Keibert Ruiz","WSN",-4.513347343541682,"Keibert Ruiz",19610,660688
"Yordan Alvarez","HOU",-4.558362930081785,"Yordan Alvarez",19556,670541
"Gleyber Torres","DET",-4.7899848241358995,"Gleyber Torres",16997,650402
"Liam Hicks","- - -",-5.515053937211633,"Liam Hicks",29844,689414
